Genre,Reports,Age,Gpa,Year,Count,Gender,Translate
Health and Well-being Support,It's frustrating that mental health care isn't covered under my insurance plan.,27,3.45,3,1,M,Sungguh membuat frustrasi karena perawatan kesehatan mental tidak tercakup dalam rencana asuransi saya.
Health and Well-being Support,I've been denied coverage for my medical expenses and it's causing me a lot of stress.,23,2.11,3,1,F,Biaya pengobatan saya tidak diberikan pertanggungan dan hal ini membuat saya sangat stres.
Health and Well-being Support,I feel like the university should do more to help students with their medical expenses.,24,0.17,2,1,M,Saya merasa universitas harus berbuat lebih banyak untuk membantu biaya pengobatan mahasiswanya.
Health and Well-being Support,I'm worried about my mental health but can't afford to get the care I need.,26,2.33,2,1,M,Saya khawatir dengan kesehatan mental saya tetapi tidak mampu mendapatkan perawatan yang saya perlukan.
Health and Well-being Support,The cost of medical treatment is preventing me from getting the care I need.,24,2.13,4,1,F,Biaya perawatan medis menghalangi saya mendapatkan perawatan yang saya perlukan.
Health and Well-being Support,I'm struggling to find a mental health care provider that accepts my insurance.,17,3.1,5,1,F,Saya berjuang untuk menemukan penyedia layanan kesehatan mental yang menerima asuransi saya.
Health and Well-being Support,It's frustrating that mental health care is still stigmatized and not readily available.,22,03.09,4,1,F,Sungguh membuat frustrasi karena layanan kesehatan mental masih distigmatisasi dan tidak tersedia.
Health and Well-being Support,I wish the university had more resources for students who need mental health care.,18,0.57,3,1,F,Saya berharap universitas memiliki lebih banyak sumber daya bagi mahasiswa yang membutuhkan perawatan kesehatan mental.
Health and Well-being Support,The cost of medication and therapy is causing me a lot of financial stress.,16,0.84,4,1,F,Biaya pengobatan dan terapi membuat saya sangat tertekan secara finansial.
Health and Well-being Support,I'm worried about my ability to pay for my medical expenses and stay in school.,19,0.9,2,1,M,Saya khawatir tentang kemampuan saya untuk membayar biaya pengobatan dan tetap bersekolah.
Health and Well-being Support,It's unfair that some students have to choose between their health and their education.,21,0.52,4,1,F,Tidak adil jika sebagian siswa harus memilih antara kesehatan dan pendidikan.
Health and Well-being Support,I'm having a hard time finding a mental health care provider who is accepting new patients.,19,0.76,5,1,M,Saya kesulitan menemukan penyedia layanan kesehatan mental yang menerima pasien baru.
Health and Well-being Support,The university's mental health care services are understaffed and overbooked.,18,0.85,4,1,F,Layanan perawatan kesehatan mental di universitas ini kekurangan staf dan kelebihan pesanan.
Health and Well-being Support,I wish there were more affordable options for mental health care in the area.,26,1.45,4,1,F,Saya berharap ada pilihan perawatan kesehatan mental yang lebih terjangkau di wilayah tersebut.
Health and Well-being Support,It's frustrating that I have to pay for my medical expenses out of pocket and then wait for reimbursement.,26,0.44,4,1,F,Sungguh membuat frustrasi karena saya harus mengeluarkan biaya pengobatan sendiri dan kemudian menunggu penggantian.
Health and Well-being Support,I'm worried about the long-term financial impact of my medical expenses and student loans.,25,1.53,4,1,M,Saya khawatir tentang dampak finansial jangka panjang dari biaya pengobatan dan pinjaman mahasiswa saya.
Health and Well-being Support,I feel like I'm drowning in medical debt and can't see a way out.,16,0.53,3,1,M,Saya merasa seperti tenggelam dalam hutang pengobatan dan tidak dapat menemukan jalan keluarnya.
Health and Well-being Support,The lack of affordable health insurance options for students is unacceptable.,21,02.08,1,1,M,Kurangnya pilihan asuransi kesehatan yang terjangkau bagi pelajar merupakan hal yang tidak dapat diterima.
Health and Well-being Support,I'm concerned about the quality of care I can receive with the limited insurance options available to me.,16,03.06,3,1,F,Saya khawatir dengan kualitas layanan yang dapat saya terima dengan terbatasnya pilihan asuransi yang tersedia bagi saya.
Health and Well-being Support,I feel like my mental health care needs aren't being taken seriously by my insurance provider.,25,2.9,1,1,F,Saya merasa kebutuhan perawatan kesehatan mental saya tidak ditanggapi dengan serius oleh penyedia asuransi saya.
Health and Well-being Support,I'm struggling to find a medication that works for me and doesn't break the bank.,27,3.37,1,1,M,Saya berjuang untuk menemukan obat yang cocok untuk saya dan tidak menguras kantong.
Health and Well-being Support," It's frustrating that the cost of medical treatment is so high, even with insurance.",25,2.31,1,1,M," Sungguh membuat frustrasi karena biaya perawatan medis begitu tinggi, bahkan dengan asuransi."
Health and Well-being Support,I wish there were more options for affordable mental health care outside of the university.,16,2.43,4,1,F,Saya berharap ada lebih banyak pilihan layanan kesehatan mental yang terjangkau di luar universitas.
Health and Well-being Support,I'm worried that I won't be able to afford the medical treatments I need if my insurance doesn't cover them.,22,1.89,1,1,M,Saya khawatir saya tidak akan mampu membayar perawatan medis yang saya perlukan jika asuransi saya tidak menanggungnya.
Health and Well-being Support,I'm really frustrated with the lack of coverage in my health insurance plan. I've had to pay out of pocket for so many medical expenses that should have been covered.,24,3.2,1,1,F,Saya sangat frustrasi dengan kurangnya cakupan dalam rencana asuransi kesehatan saya. Saya harus membayar sendiri begitu banyak biaya pengobatan yang seharusnya ditanggung.
Health and Well-being Support,"The cost of my medical expenses is really overwhelming. Even with my insurance, I still have to pay so much for doctor visits, medications, and treatments.",24,3.93,2,1,M,"Biaya pengobatan saya sangat besar. Bahkan dengan asuransi saya, saya masih harus membayar banyak untuk kunjungan dokter, pengobatan, dan perawatan."
Health and Well-being Support,"I've been struggling with mental health issues for a while now, but I don't have access to affordable mental health care. It's really discouraging and makes me feel like I'm not being taken seriously.",24,2.45,1,1,F,"Saya sudah lama bergelut dengan masalah kesehatan mental, namun saya tidak memiliki akses terhadap layanan kesehatan mental yang terjangkau. Sungguh mengecewakan dan membuatku merasa tidak dianggap serius."
Health and Well-being Support,"Dealing with a chronic illness is already difficult enough, but the added stress of medical expenses is almost unbearable. I'm constantly worried about how I'm going to pay for my treatment.",25,2.41,4,1,M,"Berurusan dengan penyakit kronis sudah cukup sulit, namun tekanan tambahan berupa biaya pengobatan hampir tak tertahankan. Saya selalu khawatir tentang bagaimana saya akan membiayai pengobatan saya."
Health and Well-being Support,"I wish there were more options for mental health care on campus. It's hard to find affordable therapy or counseling, and the wait times for appointments are way too long.",19,2.93,1,1,M,"Saya berharap ada lebih banyak pilihan untuk perawatan kesehatan mental di kampus. Sulit untuk menemukan terapi atau konseling yang terjangkau, dan waktu tunggu untuk membuat janji temu terlalu lama."
Health and Well-being Support,"I had to go to the emergency room for a medical emergency, and now I'm facing a huge bill that I don't know how to pay. It's really scary and overwhelming.",19,0.38,4,1,F,"Saya harus pergi ke ruang gawat darurat untuk keadaan darurat medis, dan sekarang saya menghadapi tagihan yang sangat besar yang saya tidak tahu bagaimana cara membayarnya. Sungguh menakutkan dan membebani."
Health and Well-being Support,"I've been trying to find a specialist for a specific medical condition, but it's been really difficult. There are limited options in my area and the ones that are available are really expensive.",18,0.62,3,1,F,"Saya sudah berusaha mencari dokter spesialis untuk kondisi medis tertentu, namun ternyata sangat sulit. Ada pilihan terbatas di wilayah saya dan yang tersedia sangat mahal."
Health and Well-being Support,"Mental health care should be a priority for universities, but it often feels like an afterthought. I wish there was more funding and resources dedicated to this important issue.",22,3.19,3,1,F,"Pelayanan kesehatan mental seharusnya menjadi prioritas bagi universitas, namun hal ini sering kali terasa seperti sebuah renungan. Saya berharap ada lebih banyak dana dan sumber daya yang didedikasikan untuk masalah penting ini."
Health and Well-being Support,"I've been experiencing some medical symptoms that I'm really worried about, but I can't afford to see a doctor. It's frustrating and scary to feel like my health is out of my control.",27,0.09,3,1,M,"Saya mengalami beberapa gejala medis yang sangat saya khawatirkan, namun saya tidak mampu untuk memeriksakan diri ke dokter. Sungguh membuat frustrasi dan menakutkan merasa kesehatan saya di luar kendali."
Health and Well-being Support," Even with health insurance, I'm constantly getting hit with unexpected medical bills. It's hard to budget for something when you don't even know what the cost will be.",27,2.25,3,1,F," Bahkan dengan asuransi kesehatan, saya terus-menerus terkena tagihan medis yang tidak terduga. Sulit untuk menganggarkan sesuatu ketika Anda bahkan tidak tahu berapa biayanya."
Health and Well-being Support,It's really frustrating that mental health care is often seen as a luxury rather than a necessity. We should be investing more in mental health resources and support for students.,26,2.88,4,1,F,Sungguh membuat frustrasi karena perawatan kesehatan mental sering kali dipandang sebagai sebuah kemewahan dan bukan suatu kebutuhan. Kita harus berinvestasi lebih banyak pada sumber daya kesehatan mental dan dukungan bagi siswa.
Health and Well-being Support," I'm really grateful for the health insurance coverage I have, but it doesn't cover everything. The cost of medications and specialist appointments is still really high.",23,0.06,1,1,F," Saya sangat bersyukur atas perlindungan asuransi kesehatan yang saya miliki, namun tidak mencakup semuanya. Biaya pengobatan dan janji temu spesialis masih sangat tinggi."
Health and Well-being Support," I've been putting off going to the doctor for a while now because I'm worried about the cost. It's a tough decision to make, but I can't afford to pay for medical expenses right now.",22,0.96,3,1,F," Saya sudah lama menunda pergi ke dokter karena khawatir dengan biayanya. Ini adalah keputusan yang sulit untuk diambil, namun saya tidak mampu membayar biaya pengobatan saat ini."
Health and Well-being Support,I wish there were more options for affordable health care on campus. It's hard to prioritize my health when the cost is so high.,16,1.23,2,1,M,Saya berharap ada lebih banyak pilihan layanan kesehatan yang terjangkau di kampus. Sulit untuk memprioritaskan kesehatan saya ketika biayanya sangat tinggi.
Health and Well-being Support,Dealing with medical expenses is really stressful and overwhelming. I wish there were more resources available to help students navigate this complicated system.,22,1.32,2,1,F,Mengurus biaya pengobatan benar-benar membuat stres dan membebani. Saya berharap ada lebih banyak sumber daya yang tersedia untuk membantu siswa menavigasi sistem yang rumit ini.
Health and Well-being Support," Mental health care should be easily accessible to everyone, but it's not. It's frustrating that those who need it most often can't afford it.",16,2.26,5,1,M," Layanan kesehatan mental seharusnya dapat diakses dengan mudah oleh semua orang, namun kenyataannya tidak demikian. Sungguh membuat frustrasi karena mereka yang paling membutuhkannya sering kali tidak mampu membelinya."
Health and Well-being Support," Even with insurance, I've had to pay thousands of dollars out of pocket for medical expenses. It's not fair that something like health care can be so financially crippling.",23,0.61,4,1,M," Bahkan dengan asuransi, saya harus mengeluarkan ribuan dolar untuk biaya pengobatan. Tidak adil jika layanan kesehatan bisa sangat merugikan secara finansial."
Health and Well-being Support," I've been struggling with a chronic illness for years, and the cost of treatment is really starting to add up. It's hard to prioritize my health when I'm constantly worried about money.",22,3.85,2,1,M," Saya telah berjuang melawan penyakit kronis selama bertahun-tahun, dan biaya pengobatan mulai bertambah. Sulit untuk memprioritaskan kesehatan saya ketika saya terus-menerus khawatir tentang uang."
Health and Well-being Support,The lack of mental health resources on campus is really disappointing. It's hard to feel supported when there are so few options for care.,16,03.09,4,1,M,Kurangnya sumber daya kesehatan mental di kampus sungguh mengecewakan. Sulit untuk merasa didukung ketika hanya ada sedikit pilihan untuk mendapatkan perawatan.
Health and Well-being Support,I've had to choose between paying for necessary medical treatment and paying for other expenses like rent and groceries. It's not a decision anyone should have to make.,21,3.32,2,1,F,Saya harus memilih antara membayar perawatan medis yang diperlukan atau membayar pengeluaran lain seperti sewa dan belanjaan. Ini bukanlah keputusan yang harus diambil oleh siapa pun.
Health and Well-being Support,I wish there were more options for free or low-cost mental health care. It's hard to afford something that's so essential to our well-being.,20,1.24,2,1,F,Saya berharap ada lebih banyak pilihan untuk perawatan kesehatan mental gratis atau berbiaya rendah. Sulit untuk membeli sesuatu yang sangat penting bagi kesejahteraan kita.
Health and Well-being Support,Dealing with medical bills and insurance claims is a full-time job,18,0.19,2,1,F,Berurusan dengan tagihan medis dan klaim asuransi adalah pekerjaan penuh waktu
International student experiences,"1. As an international student, I find it difficult to communicate with my peers because of the language barrier. It's frustrating because I want to be involved in group projects and extracurricular activities, but I struggle to express myself properly.""",23,4,1,1,M,"1. Sebagai pelajar internasional, saya merasa sulit berkomunikasi dengan teman-teman saya karena kendala bahasa. Ini membuat frustrasi karena saya ingin terlibat dalam proyek kelompok dan kegiatan ekstrakurikuler, tetapi saya kesulitan untuk mengekspresikan diri dengan baik."""
International student experiences,"2. ""I feel like there is a cultural gap between me and my classmates. Sometimes I don't understand the references they make or the way they approach certain topics. It makes it hard to feel like I'm truly part of the community.""",21,1.38,2,1,M,"2. “Saya merasa ada kesenjangan budaya antara saya dan teman-teman sekelas. Terkadang saya tidak memahami referensi yang mereka buat atau cara mereka mendekati topik tertentu. Hal ini membuat saya sulit merasa benar-benar menjadi bagian dari komunitas ."""
International student experiences,"3. ""I wish there were more opportunities for international students to connect with each other. It can be comforting to talk to someone who understands the unique challenges we face, and it would help us feel less isolated.""",21,1.48,5,1,F,"3. ""Saya berharap ada lebih banyak kesempatan bagi pelajar internasional untuk terhubung satu sama lain. Akan sangat menyenangkan untuk berbicara dengan seseorang yang memahami tantangan unik yang kita hadapi, dan ini akan membantu kita untuk tidak terlalu terisolasi."""
International student experiences,"4. ""I appreciate the efforts the university makes to provide resources for international students, but sometimes they don't go far enough. I wish there were more language support services and cultural events to help us feel more at home.""",24,1.74,3,1,F,"4. ""Saya menghargai upaya yang dilakukan universitas dalam menyediakan sumber daya bagi mahasiswa internasional, namun terkadang upaya tersebut belum cukup. Saya berharap ada lebih banyak layanan dukungan bahasa dan acara budaya untuk membantu kami merasa lebih betah."""
International student experiences,"5. ""I struggle to participate in class discussions because I'm not confident in my language skills. It's frustrating because I feel like I have a lot to contribute, but I'm held back by my lack of fluency.""",21,2.82,2,1,F,"5. ""Saya kesulitan untuk berpartisipasi dalam diskusi kelas karena saya tidak percaya diri dengan kemampuan bahasa saya. Ini membuat frustrasi karena saya merasa harus banyak berkontribusi, namun saya terhambat oleh kurangnya kefasihan saya."""
International student experiences,"6. ""I wish there were more opportunities for cultural exchange on campus. It would be great to learn more about the backgrounds and experiences of my fellow students, and to share my own culture with them.""",18,0.74,4,1,F,"6. ""Saya berharap ada lebih banyak kesempatan untuk pertukaran budaya di kampus. Senang rasanya bisa belajar lebih banyak tentang latar belakang dan pengalaman sesama mahasiswa, dan berbagi budaya saya dengan mereka."""
International student experiences,"7. ""It's hard to make friends as an international student because of the language and cultural barriers. I feel like I'm missing out on a lot of the social aspects of university life.""",19,1.91,4,1,M,"7. ""Sulit untuk mendapatkan teman sebagai mahasiswa internasional karena kendala bahasa dan budaya. Saya merasa kehilangan banyak aspek sosial dalam kehidupan universitas."""
International student experiences,"8. ""I appreciate the efforts of my professors to make the material accessible to international students, but sometimes it still feels like there's a divide between us and the domestic students.""",20,0.19,5,1,M,"8. “Saya mengapresiasi upaya para profesor saya untuk membuat materi dapat diakses oleh mahasiswa internasional, namun terkadang masih terasa ada kesenjangan antara kami dan mahasiswa dalam negeri.”"
International student experiences,"9. ""I wish there were more support systems in place for international students who are struggling to adjust. It can be overwhelming to navigate a new country and culture on your own.""",18,3.58,1,1,F,"9. ""Saya berharap ada lebih banyak sistem pendukung bagi pelajar internasional yang kesulitan untuk menyesuaikan diri. Menjelajahi negara dan budaya baru sendirian bisa jadi sangat melelahkan."""
International student experiences,"10. ""I've had some negative experiences with other students who seem impatient or dismissive of my language difficulties. It's disheartening and makes me feel like an outsider.""",18,2.95,2,1,M,"10. ""Saya mempunyai beberapa pengalaman negatif dengan siswa lain yang tampak tidak sabar atau meremehkan kesulitan bahasa saya. Ini mengecewakan dan membuat saya merasa seperti orang asing."""
International student experiences,"11. ""I feel like I have to work twice as hard as other students just to keep up. It's exhausting and stressful, and sometimes I wonder if it's even worth it.""",20,01.01,3,1,F,"11. ""Saya merasa harus bekerja dua kali lebih keras dibandingkan siswa lain hanya untuk bisa mengimbanginya. Ini melelahkan dan membuat stres, dan terkadang saya bertanya-tanya apakah itu sepadan."""
International student experiences,"12. ""I wish there were more opportunities for language practice outside of the classroom. It's hard to improve my skills when I don't have many chances to speak with native speakers.""",27,3.55,4,1,M,"12. ""Saya berharap ada lebih banyak kesempatan untuk berlatih bahasa di luar kelas. Sulit untuk meningkatkan keterampilan saya ketika saya tidak memiliki banyak kesempatan untuk berbicara dengan penutur asli."""
International student experiences,"13. ""Sometimes I feel like my professors don't fully understand the challenges I face as an international student. I wish there were more opportunities for them to hear our perspectives and concerns.""",23,1.2,4,1,F,"13. ""Terkadang saya merasa profesor saya tidak sepenuhnya memahami tantangan yang saya hadapi sebagai mahasiswa internasional. Saya berharap ada lebih banyak kesempatan bagi mereka untuk mendengarkan sudut pandang dan keprihatinan kami."""
International student experiences,"14. ""I worry that my language difficulties will hold me back in my future career. It's frustrating to think that I might be judged more harshly than native speakers, even if I'm just as qualified.""",19,02.04,1,1,F,"14. ""Saya khawatir kesulitan bahasa saya akan menghambat karier saya di masa depan. Sungguh membuat frustasi memikirkan bahwa saya mungkin akan dinilai lebih keras daripada penutur asli, meskipun saya memiliki kualifikasi yang sama."""
International student experiences,"15. ""I appreciate the diversity on campus, but sometimes it feels like there's a lack of understanding between different cultural groups. I wish there were more opportunities for us to come together and learn from each other.""",16,2.14,1,1,M,"15. ""Saya mengapresiasi keberagaman di kampus, namun terkadang ada rasa kurang pengertian antar kelompok budaya yang berbeda. Saya berharap ada lebih banyak kesempatan bagi kita untuk berkumpul dan belajar satu sama lain."""
International student experiences,"16. ""I feel like my language difficulties sometimes make me seem less intelligent or capable than I really am. It's frustrating to feel like I'm not being judged fairly.""",20,3.47,5,1,F,"16. ""Saya merasa kesulitan bahasa terkadang membuat saya tampak kurang cerdas atau kurang mampu dibandingkan yang sebenarnya. Sungguh membuat frustrasi karena merasa tidak dihakimi secara adil."""
International student experiences,"17. ""I wish there were more opportunities for international students to get involved in leadership positions on campus. It would be a great way to develop our skills and contribute to the university community.""",17,1.59,5,1,M,"17. ""Saya berharap ada lebih banyak kesempatan bagi mahasiswa internasional untuk terlibat dalam posisi kepemimpinan di kampus. Ini akan menjadi cara yang bagus untuk mengembangkan keterampilan kita dan berkontribusi pada komunitas universitas."""
International student experiences,"18. ""It can be hard to navigate the social norms of a new culture. I've had some embarrassing moments where I didn't realize I was being rude or disrespectful.""",20,1.82,3,1,M,"18. ""Mungkin sulit untuk mengikuti norma-norma sosial dalam budaya baru. Saya pernah mengalami saat-saat memalukan ketika saya tidak menyadari bahwa saya bersikap kasar atau tidak sopan."""
International student experiences,"19. ""I worry that my language difficulties will make it hard for me to network and make professional connections. It's frustrating to feel like I'm at a disadvantage compared to native speakers.""",16,1.73,2,1,F,"19. ""Saya khawatir kesulitan bahasa saya akan menyulitkan saya untuk berjejaring dan menjalin hubungan profesional. Sungguh membuat frustrasi karena merasa dirugikan dibandingkan dengan penutur asli."""
International student experiences,"1. ""As an international student, I find it difficult to connect with my peers who speak a different language and have different cultural backgrounds than me. It's challenging to navigate social situations and form meaningful relationships.""",19,0.44,2,1,M,"1. ""Sebagai pelajar internasional, saya merasa sulit untuk berhubungan dengan teman-teman saya yang berbicara bahasa berbeda dan memiliki latar belakang budaya berbeda dengan saya. Sulit untuk menavigasi situasi sosial dan membentuk hubungan yang bermakna."""
International student experiences,"2. ""I wish the university offered more resources and support for international students who are struggling to communicate and connect with others. It can be isolating and overwhelming to be in a foreign country without a strong support system.""",18,3.33,3,1,M,"2. ""Saya berharap universitas menawarkan lebih banyak sumber daya dan dukungan bagi mahasiswa internasional yang kesulitan berkomunikasi dan terhubung dengan orang lain. Berada di negara asing tanpa sistem pendukung yang kuat bisa jadi terasa terisolasi dan membebani."""
International student experiences,"3. ""I feel like I'm missing out on a lot of social opportunities because I struggle to communicate with other students who don't speak my language. It's frustrating and discouraging.""",26,1.7,2,1,F,"3. ""Saya merasa kehilangan banyak kesempatan sosial karena saya kesulitan berkomunikasi dengan siswa lain yang tidak bisa berbahasa saya. Ini membuat frustrasi dan mengecilkan hati."""
International student experiences,"4. ""I appreciate the efforts the university has made to create a diverse and inclusive environment, but as an international student, I still feel like an outsider. It's hard to find common ground with people who have such different experiences and perspectives.""",24,0.47,5,1,F,"4. ""Saya menghargai upaya yang dilakukan universitas untuk menciptakan lingkungan yang beragam dan inklusif, namun sebagai mahasiswa internasional, saya masih merasa seperti orang luar. Sulit untuk menemukan titik temu dengan orang-orang yang memiliki pengalaman dan perspektif berbeda."""
International student experiences,"5. ""I've been trying to improve my language skills and learn more about the culture of the country I'm studying in, but it's a slow process. Sometimes it feels like there's a language barrier that's impossible to overcome.""",26,3.16,1,1,M,"5. ""Saya telah mencoba untuk meningkatkan kemampuan bahasa saya dan belajar lebih banyak tentang budaya negara tempat saya belajar, namun prosesnya lambat. Terkadang rasanya seperti ada kendala bahasa yang tidak mungkin diatasi."""
International student experiences,"6. ""I think it would be helpful if the university organized more events and activities that are specifically designed to bring international and domestic students together. That way, we could learn from each other and build stronger relationships.""",23,2.94,4,1,M,"6. ""Saya pikir akan sangat membantu jika universitas menyelenggarakan lebih banyak acara dan kegiatan yang dirancang khusus untuk mempertemukan mahasiswa internasional dan domestik. Dengan begitu, kita dapat belajar dari satu sama lain dan membangun hubungan yang lebih kuat."""
International student experiences,"7. ""I appreciate the efforts of my fellow students to include me in their social circles, but sometimes I feel like they're just being polite and don't really want to get to know me. It's hard to know how to approach these situations.""",20,0.69,5,1,M,"7. “Saya mengapresiasi upaya teman-teman mahasiswa yang memasukkan saya ke dalam lingkaran pergaulan mereka, namun terkadang saya merasa mereka hanya bersikap sopan dan tidak terlalu ingin mengenal saya. Sulit untuk mengetahui cara mendekati mereka. situasi."""
International student experiences,"8. ""I wish the university offered more language classes and tutoring services for international students. It can be difficult to keep up with coursework when you're struggling to understand the language.""",27,0.46,2,1,M,"8. ""Saya berharap universitas menawarkan lebih banyak kelas bahasa dan layanan bimbingan belajar bagi mahasiswa internasional. Mungkin sulit untuk mengikuti kursus jika Anda kesulitan memahami bahasanya."""
International student experiences,"9. ""I think it's important for the university to recognize the challenges that international students face and provide more support and resources to help us succeed academically and socially.""",26,02.06,4,1,M,"9. ""Saya pikir penting bagi universitas untuk menyadari tantangan yang dihadapi mahasiswa internasional dan memberikan lebih banyak dukungan dan sumber daya untuk membantu kita sukses secara akademis dan sosial."""
International student experiences,"10. ""Sometimes I feel like my cultural background is a barrier to making friends and fitting in with the rest of the student body. It's hard to know how to bridge that gap and find common ground with people who have such different experiences than me.""",20,1.95,3,1,M,"10. ""Kadang-kadang saya merasa latar belakang budaya saya menjadi penghalang untuk berteman dan menyesuaikan diri dengan siswa lainnya. Sulit untuk mengetahui bagaimana menjembatani kesenjangan tersebut dan menemukan titik temu dengan orang-orang yang memiliki pengalaman berbeda dari saya. """
International student experiences,"11. ""I appreciate the efforts of my professors and classmates to help me feel included and supported, but there are still times when I feel like I'm on the outside looking in. It's a tough position to be in.""",20,0.36,2,1,F,"11. ""Saya menghargai upaya profesor dan teman sekelas saya untuk membantu saya merasa diikutsertakan dan didukung, tetapi masih ada saat ketika saya merasa seperti berada di luar dan melihat ke dalam. Ini adalah posisi yang sulit."""
International student experiences,"12. ""I think it would be helpful if the university provided more opportunities for international students to get involved in campus organizations and clubs. That way, we could meet more people and feel more connected to the campus community.""",27,2.58,3,1,M,"12. “Saya pikir akan sangat membantu jika universitas memberikan lebih banyak kesempatan bagi mahasiswa internasional untuk terlibat dalam organisasi dan klub kampus. Dengan begitu, kita bisa bertemu lebih banyak orang dan merasa lebih terhubung dengan komunitas kampus.”"
International student experiences,"13. ""I sometimes feel like I'm not taken seriously or my ideas aren't valued because of my accent or the way I express myself. It's discouraging and makes me feel like I don't belong.""",18,1.49,4,1,F,"13. ""Saya kadang-kadang merasa seperti saya tidak dianggap serius atau ide-ide saya tidak dihargai karena aksen saya atau cara saya mengekspresikan diri. Itu membuat saya kecil hati dan membuat saya merasa seperti saya tidak diterima."""
International student experiences,"14. ""I appreciate the efforts of the university to create a welcoming environment for international students, but sometimes it feels like a lot of the burden is placed on us to adapt and assimilate. It would be nice to have more support and understanding from the rest of the campus community.""",18,2.37,2,1,F,"14. ""Saya mengapresiasi upaya universitas dalam menciptakan lingkungan yang ramah bagi mahasiswa internasional, namun terkadang kita merasa terbebani untuk beradaptasi dan berasimilasi. Alangkah baiknya jika mendapat lebih banyak dukungan dan pengertian dari pihak universitas."" seluruh komunitas kampus."""
International student experiences,"15. ""I've been trying to connect with other international students who speak the same language as me, but it's been difficult to find people who share my interests and hobbies. It can be isolating.""",25,3.63,3,1,F,"15. ""Saya telah mencoba untuk berhubungan dengan pelajar internasional lain yang berbicara bahasa yang sama dengan saya, tetapi sulit menemukan orang yang memiliki minat dan hobi yang sama. Hal ini dapat membuat saya terisolasi."""
International student experiences,"16. ""I think it's important for the university to provide more cultural competency training for all students and faculty. That way, we can all learn how to better communicate and interact with people from different backgrounds.""",25,0.09,3,1,F,"16. “Saya pikir penting bagi universitas untuk memberikan lebih banyak pelatihan kompetensi budaya bagi semua mahasiswa dan dosen. Dengan begitu, kita semua dapat belajar bagaimana berkomunikasi dan berinteraksi dengan lebih baik dengan orang-orang dari latar belakang berbeda.”"
International student experiences,"17. ""Sometimes I feel like my language and cultural differences are all people see when they look at me. I want to be recognized for my talents and abilities, not just my background.""",27,0.95,4,1,F,"17. ""Kadang-kadang saya merasa perbedaan bahasa dan budaya saya terlihat oleh semua orang ketika mereka melihat saya. Saya ingin bakat dan kemampuan saya diakui, bukan hanya latar belakang saya."""
International student experiences,"18. ""I think it's important for the university to create more opportunities for international students",17,0.11,2,1,M,"18. ""Saya pikir penting bagi universitas untuk menciptakan lebih banyak peluang bagi mahasiswa internasional"
International student experiences,"1. ""I feel isolated and lonely sometimes because I can't connect with other students due to the language barrier. It's hard to join conversations and make friends when you don't speak the same language.""",24,3.24,1,1,F,"1. ""Saya terkadang merasa terisolasi dan kesepian karena saya tidak dapat terhubung dengan siswa lain karena kendala bahasa. Sulit untuk bergabung dalam percakapan dan berteman jika Anda tidak berbicara dalam bahasa yang sama."""
International student experiences,"2. ""I love the diversity on campus, but sometimes it's hard to communicate with international students because of the cultural differences. It can be frustrating trying to understand their perspectives and vice versa.""",25,3.46,4,1,F,"2. ""Saya menyukai keberagaman di kampus, namun terkadang sulit berkomunikasi dengan mahasiswa internasional karena perbedaan budaya. Mencoba memahami perspektif mereka bisa membuat frustasi, dan sebaliknya."""
International student experiences,"3. ""I think it would be helpful if the university provided more opportunities for international and domestic students to interact and learn from each other. Maybe language classes or cultural events.""",17,2.68,3,1,F,"3. ""Saya pikir akan sangat membantu jika universitas memberikan lebih banyak kesempatan bagi mahasiswa internasional dan domestik untuk berinteraksi dan belajar satu sama lain. Mungkin kelas bahasa atau acara budaya."""
International student experiences,"4. ""I feel like I'm missing out on a lot because I can't fully participate in class discussions and group projects. It's hard to contribute when you don't have a full understanding of the language.""",16,1.8,3,1,M,"4. ""Saya merasa kehilangan banyak hal karena saya tidak dapat berpartisipasi penuh dalam diskusi kelas dan proyek kelompok. Sulit untuk berkontribusi jika Anda tidak memiliki pemahaman penuh tentang bahasa tersebut."""
International student experiences,"5. ""I appreciate the efforts that some professors make to accommodate international students, but I think there could be more support and resources available. Maybe a tutoring program or language exchange program.""",24,2.48,3,1,M,"5. ""Saya menghargai upaya yang dilakukan beberapa profesor untuk mengakomodasi mahasiswa internasional, namun menurut saya mungkin ada lebih banyak dukungan dan sumber daya yang tersedia. Mungkin program bimbingan belajar atau program pertukaran bahasa."""
International student experiences,"6. ""It's frustrating when professors and classmates assume that all students are familiar with certain cultural references or idioms. It would be nice if there was more education and awareness around cultural differences.""",23,01.02,4,1,F,"6. ""Sungguh membuat frustrasi ketika dosen dan teman sekelas berasumsi bahwa semua mahasiswa familiar dengan referensi atau idiom budaya tertentu. Alangkah baiknya jika ada lebih banyak pendidikan dan kesadaran seputar perbedaan budaya."""
International student experiences,"7. ""I've noticed that some international students are hesitant to speak up in class or ask questions because they're afraid of being misunderstood or judged. It would be great if the university provided more opportunities for them to practice their language skills in a safe and supportive environment.""",22,1.3,2,1,F,"7. ""Saya memperhatikan bahwa beberapa mahasiswa internasional ragu-ragu untuk berbicara di kelas atau mengajukan pertanyaan karena mereka takut disalahpahami atau dihakimi. Akan sangat bagus jika universitas memberikan lebih banyak kesempatan bagi mereka untuk melatih kemampuan bahasa mereka dalam bahasa Inggris."" lingkungan yang aman dan mendukung."""
